SYMBOL,COMPANY NAME,SERIES,PURPOSE,FACE VALUE,EX-DATE,RECORD DATE,BOOK CLOSURE START DATE,BOOK CLOSURE END DATE
CYBERMEDIA,Cyber Media (India) Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,26-Sep-17
GOKUL,Gokul Refoils and Solvent Limited,EQ, Annual General Meeting,2,20-Sep-17,-,22-Sep-17,27-Sep-17
NDLVENTURE,NDL Ventures Limited,EQ, Annual General Meeting/Dividend - Re 17.50 Per Share,10,20-Sep-17,-,22-Sep-17,27-Sep-17
KILITCH,Kilitch Drugs (India) Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,29-Sep-17
VALECHAENG,Valecha Engineering Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,29-Sep-17
UCAL,UCAL LIMITED,EQ, Dividend- Rs 5 Per Share,10,20-Sep-17,-,22-Sep-17,28-Sep-17
LOKESHMACH,Lokesh Machines Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
OSWALAGRO,Oswal Agro Mills Limited,EQ, Annual General Meeting  ,10,20-Sep-17,-,22-Sep-17,28-Sep-17
PENIND,Pennar Industries Limited,EQ, Annual General Meeting  ,5,20-Sep-17,-,22-Sep-17,23-Sep-17
PENPEBS,Pennar Engineered Building Systems Limited,EQ, Annual General Meeting  ,10,20-Sep-17,-,22-Sep-17,23-Sep-17
ERAINFRA,Era Infra Engineering Limited,EQ, Annual General Meeting,2,20-Sep-17,-,22-Sep-17,28-Sep-17
ICDSLTD,ICDS Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,25-Sep-17
LPDC,Landmark Property Development Company Limited,EQ, Annual General Meeting,1,20-Sep-17,-,22-Sep-17,28-Sep-17
GRANULES,Granules India Limited,EQ, Annual General Meeting/Dividend - Re 0.25 Per Share (Book Closure Dates Revised),1,20-Sep-17,-,22-Sep-17,28-Sep-17
VIKASECO,Vikas EcoTech Limited,EQ, Annual General Meeting/Dividend - Re 0.05 Per Share,1,20-Sep-17,-,22-Sep-17,28-Sep-17
BLKASHYAP,B. L. Kashyap and Sons Limited,EQ, Annual General Meeting,1,20-Sep-17,-,22-Sep-17,29-Sep-17
SHAHALLOYS,Shah Alloys Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,30-Sep-17
LAKPRE,Lakshmi Precision Screws Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,29-Sep-17
ARMANFIN,Arman Financial Services Limited,EQ, Annual General Meeting/Dividend - Re 1/- Per Share,10,20-Sep-17,-,22-Sep-17,28-Sep-17
AUTOLITIND,Autolite (India) Limited,EQ, Annual General Meeting  ,10,20-Sep-17,-,22-Sep-17,29-Sep-17
SHALPAINTS,Shalimar Paints Limited,EQ, Annual General Meeting,2,20-Sep-17,-,22-Sep-17,28-Sep-17
SHIVAMAUTO,Shivam Autotech Limited,EQ, Annual General Meeting,2,20-Sep-17,-,22-Sep-17,29-Sep-17
BANARBEADS,Banaras Beads Limited,EQ, Annual General Meeting/ Dividend -Re 1/- Per Share,10,20-Sep-17,-,22-Sep-17,28-Sep-17
BASF,BASF India Limited,EQ, Annual General Meeting/Dividend - Re 1/- Per Share,10,20-Sep-17,-,22-Sep-17,28-Sep-17
SALSTEEL,S.A.L. Steel Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,30-Sep-17
SSWL,Steel Strips Wheels Limited,EQ, Annual General Meeting/Dividend - Rs 3/- Per Share,1,20-Sep-17,-,22-Sep-17,28-Sep-17
SMSPHARMA,SMS Pharmaceuticals Limited,EQ, Annual General Meeting/Dividend - Rs 0.20 Per Share,1,20-Sep-17,-,22-Sep-17,27-Sep-17
SPENTEX,Spentex Industries Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,25-Sep-17
CALSOFT,California Software Company Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
GLENMARK,Glenmark Pharmaceuticals Limited,EQ, Annual General Meeting/Dividend - Rs 2/- Per Share,1,20-Sep-17,-,22-Sep-17,29-Sep-17
SYNCOM,Syncom Healthcare Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
ALPHAGEO,Alphageo (India) Limited,EQ, Dividend - Rs 4/- Per Share,10,20-Sep-17,-,22-Sep-17,28-Sep-17
ACE,Action Construction Equipment Limited,EQ, Annual General Meeting/Dividend - Re 0.30 Per Share,2,20-Sep-17,-,22-Sep-17,29-Sep-17
MODTHREAD,Modern Threads (India) Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
PRATIBHA,Pratibha Industries Limited,EQ, Annual General Meeting,2,20-Sep-17,-,22-Sep-17,29-Sep-17
FIRSTWIN,First Winner Industries Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,29-Sep-17
NECLIFE,Nectar Lifesciences Limited,EQ, Annual General Meeting/Dividend - Re 0.05 Per Share,1,20-Sep-17,-,22-Sep-17,28-Sep-17
ARENTERP,Rajdarshan Industries Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,29-Sep-17
OLECTRA,Olectra Greentech Limited,EQ, Annual General Meeting,4,20-Sep-17,-,22-Sep-17,28-Sep-17
AMDIND,AMD Industries Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
EXCEL,Excel Realty N Infra Limited,EQ, Annual General Meeting,1,20-Sep-17,-,22-Sep-17,28-Sep-17
GMRAIRPORT,GMR AIRPORTS LIMITED,EQ, Annual General Meeting,1,20-Sep-17,-,22-Sep-17,29-Sep-17
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
METALFORGE,Metalyst Forgings Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,25-Sep-17
PRADIP,Pradip Overseas Limited,EQ, Annual General Meeting(Book Closure Dates Revised),10,20-Sep-17,-,22-Sep-17,29-Sep-17
KSERASERA,KSS Limited,EQ, Annual General Meeting,1,20-Sep-17,-,22-Sep-17,28-Sep-17
ATLASCYCLE,Atlas Cycles (Haryana) Limited,EQ, Annual General Meeting,5,20-Sep-17,-,22-Sep-17,28-Sep-17
DEN,Den Networks Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,26-Sep-17
GUJGASLTD,Gujarat Gas Limited,EQ, Annual General Meeting/Dividend- Rs 3 Per Share,2,20-Sep-17,-,22-Sep-17,28-Sep-17
INFOMEDIA,Infomedia Press Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,25-Sep-17
KRIDHANINF,Kridhan Infra Limited,EQ, Annual General Meeting/ Dividend- Re 0.20 Per Share,2,20-Sep-17,-,22-Sep-17,29-Sep-17
NETWORK18,Network18 Media & Investments Limited,EQ, Annual General Meeting,5,20-Sep-17,-,22-Sep-17,25-Sep-17
JMTAUTOLTD,JMT Auto Limited,EQ, Annual General Meeting,1,20-Sep-17,-,22-Sep-17,28-Sep-17
POLYMED,Poly Medicure Limited,EQ, Annual General Meeting/Dividend - Re 0.50 Per Share,5,20-Sep-17,-,22-Sep-17,28-Sep-17
VITALCOMM,Vital Communications Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,26-Sep-17
BROOKS,Brooks Laboratories Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
SIMPLEX,Simplex Projects Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,25-Sep-17
ALPA,Alpa Laboratories Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,29-Sep-17
KIRIINDUS,Kiri Industries Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,29-Sep-17
INFINITE,Infinite Computer Solutions (India) Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
JAGRAN,Jagran Prakashan Limited,EQ, Annual General Meeting/Dividend - Rs 3 Per Share,2,20-Sep-17,-,22-Sep-17,28-Sep-17
JMA,Jullundur Motor Agency (Delhi) Limited,EQ, Annual General Meeting,2,20-Sep-17,-,22-Sep-17,28-Sep-17
DQE,DQ Entertainment (International) Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
VASWANI,Vaswani Industries Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,29-Sep-17
SETUINFRA,Setubandhan Infrastructure Limited,EQ, Annual General Meeting,1,20-Sep-17,-,22-Sep-17,29-Sep-17
WAAREEINDO,Indosolar Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
KOLTEPATIL,Kolte - Patil Developers Limited,EQ, Dividend- Rs 1.60 Per Share,10,20-Sep-17,-,22-Sep-17,28-Sep-17
MELSTAR,Melstar Information Technologies Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
MIRZAINT,Mirza International Limited,EQ, Dividend - Re 0.90 Per Share,2,20-Sep-17,-,22-Sep-17,28-Sep-17
MOSERBAER,Moser-Baer (I) Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
MVL,MVL Limited,EQ, Annual General Meeting,1,20-Sep-17,-,22-Sep-17,27-Sep-17
NOESISIND,Noesis Industries Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,27-Sep-17
YAARI,Yaari Digital Integrated Services Limited,EQ, Annual General Meeting,2,20-Sep-17,-,22-Sep-17,28-Sep-17
SORILINFRA,SORIL Infra Resources Limited,EQ, Annual General Meeting ,10,20-Sep-17,-,22-Sep-17,28-Sep-17
JAIHINDPRO,Jaihind Projects Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
KAMDHENU,Kamdhenu Limited,EQ, Annual General Meeting/Dividend-Re 0.80 Per Share (Date Revised),1,21-Sep-17,-,23-Sep-17,29-Sep-17
MONTECARLO,Monte Carlo Fashions Limited,EQ, Annual General Meeting/Dividend - Rs 10 Per Share,10,21-Sep-17,-,23-Sep-17,29-Sep-17
NLCINDIA,NLC India Limited,EQ, Annual General Meeting  ,10,21-Sep-17,-,23-Sep-17,27-Sep-17
RADICO,Radico Khaitan Limited,EQ, Annual General Meeting/Dividend - Re 0.80 Per Share,2,21-Sep-17,-,23-Sep-17,29-Sep-17
SKIL,SKIL Infrastructure Limited,EQ, Annual General Meeting  ,10,21-Sep-17,-,23-Sep-17,29-Sep-17
RESPONIND,Responsive Industries Limited,EQ, Annual General Meeting/Dividend - Re 0.10 Per Share,1,21-Sep-17,-,23-Sep-17,29-Sep-17
A2ZINFRA,A2Z Infra Engineering Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
AFTEK,Aftek Limited,EQ, Annual General Meeting,2,21-Sep-17,-,25-Sep-17,29-Sep-17
ICSA,ICSA (India) Limited,EQ, Annual General Meeting,2,21-Sep-17,-,23-Sep-17,29-Sep-17
JINDCOT,Jindal Cotex Limited,EQ, Annual General Meeting,10,21-Sep-17,-,25-Sep-17,27-Sep-17
CURATECH,Cura Technologies Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
DBSTOCKBRO,DB (International) Stock Brokers Limited,EQ, Annual General Meeting,2,21-Sep-17,-,25-Sep-17,29-Sep-17
NITESHEST,NEL Holdings Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,28-Sep-17
VENUSREM,Venus Remedies Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
RADAAN,Radaan Mediaworks India Limited,EQ, Annual General Meeting,2,21-Sep-17,-,24-Sep-17,30-Sep-17
RAJESHEXPO,Rajesh Exports Limited,EQ, Annual General Meeting/Dividend - Rs 1.1 Per Share,1,21-Sep-17,-,23-Sep-17,29-Sep-17
RAJTV,Raj Television Network Limited,EQ, Annual General Meeting,5,21-Sep-17,-,23-Sep-17,30-Sep-17
REFEX,Refex Industries Limited,EQ, Annual General Meeting,2,21-Sep-17,-,23-Sep-17,26-Sep-17
KARUNACAB,Karuna Cables Limited,EQ, Annual General Meeting,2,21-Sep-17,-,23-Sep-17,25-Sep-17
LYKALABS,Lyka Labs Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
MAHASTEEL,Mahamaya Steel Industries Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
NITINFIRE,Nitin Fire Protection Industries Limited,EQ, Annual General Meeting,2,21-Sep-17,-,25-Sep-17,29-Sep-17
SITASHREE,Sita Shree Food Products Limited,EQ, Annual General Meeting,10,21-Sep-17,-,24-Sep-17,29-Sep-17
VISHNU,Vishnu Chemicals Limited,EQ, Annual General Meeting,2,21-Sep-17,-,23-Sep-17,27-Sep-17
PARABDRUGS,Parabolic Drugs Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
PEARLPOLY,Pearl Polymers Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
PNCINFRA,PNC Infratech Limited,EQ, Annual General Meeting/ Dividend - Re 0.50 Per Share,2,21-Sep-17,-,23-Sep-17,29-Sep-17
RANASUG,Rana Sugars Limited,EQ, Annual General Meeting,10,21-Sep-17,-,25-Sep-17,28-Sep-17
SANGAMIND,Sangam (India) Limited,EQ, Annual General Meeting/ Dividend- Rs 2 Per Share,10,21-Sep-17,-,23-Sep-17,29-Sep-17
ARCOTECH,Arcotech Limited,EQ, Annual General Meeting/ Dividend - Re 0.30 Per Share,2,21-Sep-17,-,23-Sep-17,29-Sep-17
ATULAUTO,Atul Auto Limited,EQ, Annual General Meeting/ Dividend - Rs 1.5 Per Share,5,21-Sep-17,-,23-Sep-17,29-Sep-17
BANG,Bang Overseas Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
CHROMATIC,Chromatic India Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,27-Sep-17
ECEIND,ECE Industries Limited,EQ, Annual General Meeting/ Dividend - Rs 2.50 Per Share,10,21-Sep-17,-,23-Sep-17,29-Sep-17
PBAINFRA,PBA Infrastructure Limited,EQ, Annual General Meeting,10,21-Sep-17,-,25-Sep-17,29-Sep-17
CRANESSOFT,Cranes Software International Limited,EQ, Annual General Meeting,2,21-Sep-17,-,23-Sep-17,28-Sep-17
DHANI,Dhani Services Limited,EQ, Annual General Meeting,2,21-Sep-17,-,25-Sep-17,29-Sep-17
EDL,Empee Distilleries Limited,EQ, Annual General Meeting,10,21-Sep-17,-,25-Sep-17,27-Sep-17
SOMICONVEY,Somi Conveyor Beltings Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
SPLIL,SPL Industries Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
STERLINBIO,Sterling Biotech Limited,EQ, Annual General Meeting,1,21-Sep-17,-,23-Sep-17,30-Sep-17
TIMETECHNO,Time Technoplast Limited,EQ, Annual General Meeting/Dividend - Rs 0.65 Per Share,1,21-Sep-17,-,25-Sep-17,29-Sep-17
ITDC,India Tourism Development Corporation Limited,EQ, Annual General Meeting/Dividend - Rs 1.33 Per Share,10,21-Sep-17,-,25-Sep-17,28-Sep-17
LINCOLN,Lincoln Pharmaceuticals Limited,EQ, Annual General Meeting/Dividend - Rs 1.20 Per Share,10,21-Sep-17,-,23-Sep-17,29-Sep-17
PSL,PSL Limited,EQ, Annual General Meeting,10,21-Sep-17,-,25-Sep-17,28-Sep-17
ROLLT,Rollatainers Limited,EQ, Annual General Meeting,1,21-Sep-17,-,25-Sep-17,27-Sep-17
SAMBHAAV,Sambhaav Media Limited,EQ, Annual General Meeting,1,21-Sep-17,-,24-Sep-17,29-Sep-17
SARLAPOLY,Sarla Performance Fibers Limited,EQ, Annual General Meeting/Dividend - Rs 1.10 Per Share,1,21-Sep-17,-,23-Sep-17,29-Sep-17
GATECH,GACM Technologies Limited,EQ, Annual General Meeting,1,21-Sep-17,-,25-Sep-17,29-Sep-17
STINDIA,STI India Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
TALWALKARS,Talwalkars Better Value Fitness Limited,EQ, Annual General Meeting/Dividend-Rs 1.50 Per Share(Book Closure Dates Revised),10,21-Sep-17,-,23-Sep-17,28-Sep-17
UNITECH,Unitech Limited,EQ, Annual General Meeting,2,21-Sep-17,-,23-Sep-17,28-Sep-17
V2RETAIL,V2 Retail Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
ASHOKA,Ashoka Buildcon Limited,EQ, Annual General Meeting/Dividend-Re 0.80 Per Share,5,21-Sep-17,-,23-Sep-17,30-Sep-17
GEMINI,Gemini Communication Limited,EQ, Annual General Meeting,1,21-Sep-17,-,24-Sep-17,30-Sep-17
PROSEED,Proseed India Limited,EQ, Annual General Meeting,1,21-Sep-17,-,25-Sep-17,29-Sep-17
GTNIND,GTN Industries Limited,EQ, Annual General Meeting  ,10,21-Sep-17,-,25-Sep-17,29-Sep-17
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
NDL,Nandan Denim Limited,EQ, Annual General Meeting/Dividend-Rs 1.60 Per Share,1,21-Sep-17,-,23-Sep-17,29-Sep-17
PRAKASHSTL,Prakash Steelage Limited,EQ, Annual General Meeting,1,21-Sep-17,-,23-Sep-17,29-Sep-17
SPCENET,Spacenet Enterprises India Limited,EQ, Annual General Meeting,1,21-Sep-17,-,25-Sep-17,29-Sep-17
TECHNOFAB,Technofab Engineering Limited,EQ, Annual General Meeting (Book Closure Dates Revised),10,21-Sep-17,-,23-Sep-17,29-Sep-17
VISESHINFO,Visesh Infotecnics Limited,EQ, Annual General Meeting  ,1,21-Sep-17,-,23-Sep-17,29-Sep-17
THOMASCOTT,Thomas Scott (India) Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
TPLPLASTEH,TPL Plastech Limited,EQ, Annual General Meeting/ Dividend - Rs 3.00 Per Share (Purpose Revised),2,21-Sep-17,-,25-Sep-17,29-Sep-17
VIJSHAN,Vijay Shanthi Builders Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,27-Sep-17
VIVIMEDLAB,Vivimed Labs Limited,EQ, Annual General Meeting/Dividend - Re 0.40 Per Share,2,21-Sep-17,-,23-Sep-17,29-Sep-17
REGENCERAM,Regency Ceramics Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,27-Sep-17
SOFTTECHGR,Software Technology Group International Limited,EQ, Annual General Meeting,10,21-Sep-17,-,25-Sep-17,26-Sep-17
PDPL,Parenteral Drugs (India) Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
SIRPAPER,The Sirpur Paper Mills Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
GVKPIL,GVK Power & Infrastructure Limited,EQ, Annual General Meeting,1,21-Sep-17,-,25-Sep-17,27-Sep-17
NEPCMICON,NEPC India Limited,EQ, Annual General Meeting,10,21-Sep-17,-,25-Sep-17,28-Sep-17
DISHTV,Dish TV India Limited,EQ, Annual General Meeting,1,21-Sep-17,-,25-Sep-17,27-Sep-17
GOENKA,Goenka Diamond and Jewels Limited,EQ, Annual General Meeting,1,21-Sep-17,-,25-Sep-17,29-Sep-17
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ, Annual General Meeting/Dividend - Re 0.10 Per Share (Date Revised),2,21-Sep-17,-,23-Sep-17,29-Sep-17
DIAPOWER,Diamond Power Infra Ltd,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
GRANDFONRY,Grand Foundry Limited,EQ, Annual General Meeting,10,21-Sep-17,-,24-Sep-17,29-Sep-17
AJMERA,Ajmera Realty & Infra India Limited,EQ, Annual General Meeting/Dividend - Rs 3/- Per Share (Book Closure Date Revised),10,21-Sep-17,-,23-Sep-17,29-Sep-17
JINDALPHOT,Jindal Photo Limited,EQ, Annual General Meeting,10,21-Sep-17,-,25-Sep-17,27-Sep-17
KERNEX,Kernex Microsystems (India) Limited,EQ, Annual General Meeting,10,21-Sep-17,-,25-Sep-17,29-Sep-17
KMSUGAR,K.M.Sugar Mills Limited,EQ, Annual General Meeting,2,21-Sep-17,-,23-Sep-17,28-Sep-17
KWALITY,kwality limited,EQ, Annual General Meeting/Dividend - Re 0.10 Per Share,1,21-Sep-17,-,23-Sep-17,29-Sep-17
SUMEETINDS,Sumeet Industries Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,30-Sep-17
KSCL,Kaveri Seed Company Limited,EQ, Annual General Meeting,2,21-Sep-17,-,23-Sep-17,25-Sep-17
GSS,GSS Infotech Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,30-Sep-17
HITECHGEAR,The Hi-Tech Gears Limited,EQ, Annual General Meeting/Dividend - Rs 1.25 Per Share,10,21-Sep-17,-,23-Sep-17,29-Sep-17
PVP,PVP Ventures Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,28-Sep-17
ANANTRAJ,Anant Raj Limited,EQ, Annual General Meeting/Dividend - Re 0.24 Per Share,2,21-Sep-17,-,23-Sep-17,29-Sep-17
BALAXI,BALAXI PHARMACEUTICALS LIMITED,EQ, Annual General Meeting,2,21-Sep-17,-,24-Sep-17,30-Sep-17
SGL,STL Global Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
KNRCON,KNR Constructions Limited,EQ, Annual General Meeting/Dividend - Re 0.50 Per Share,2,21-Sep-17,-,23-Sep-17,28-Sep-17
TECILCHEM,TECIL Chemicals and Hydro Power Limited,EQ, Annual General Meeting (Book Closure Dates Revised),10,21-Sep-17,-,25-Sep-17,28-Sep-17
TIIL,Technocraft Industries (India) Limited,EQ, Annual General Meeting,10,21-Sep-17,-,25-Sep-17,28-Sep-17
VIVIDHA,Visagar Polytex Limited,EQ, Annual General Meeting,1,21-Sep-17,-,25-Sep-17,30-Sep-17
EASUNREYRL,Easun Reyrolle Limited,EQ, Annual General Meeting,2,21-Sep-17,-,24-Sep-17,30-Sep-17
BAFNAPHARM,Bafna Pharmaceuticals Limited,EQ, Annual General Meeting,10,21-Sep-17,-,24-Sep-17,30-Sep-17
CONSOFINVT,Consolidated Finvest & Holdings Limited,EQ, Annual General Meeting,10,21-Sep-17,-,25-Sep-17,27-Sep-17
TARMAT,Tarmat Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
DSKULKARNI,DS Kulkarni Developers Limited,EQ, Annual General Meeting,10,21-Sep-17,-,25-Sep-17,29-Sep-17
POWERMECH,Power Mech Projects Limited,EQ, Annual General Meeting/Dividend - Re 1/- Per Share,10,21-Sep-17,-,23-Sep-17,28-Sep-17
BARTRONICS,Bartronics India Limited,EQ, Annual General Meeting,10,21-Sep-17,-,25-Sep-17,26-Sep-17
AUSOMENT,Ausom Enterprise Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,28-Sep-17
EMBDL,Embassy Developments Limited,EQ, Annual General Meeting,2,21-Sep-17,-,25-Sep-17,29-Sep-17
RELCAPITAL,Reliance Capital Limited,EQ, Annual General Meeting/Dividend - Rs 10.50 Per Share,10,21-Sep-17,-,23-Sep-17,26-Sep-17
ARIHANTSUP,Arihant Superstructures Limited,EQ, Annual General Meeting/Dividend - Re 1/- Per Share,10,21-Sep-17,-,23-Sep-17,30-Sep-17
APLAPOLLO,APL Apollo Tubes Limited,EQ, Annual General Meeting/ Dividend- Rs 12 Per Share,2,21-Sep-17,-,23-Sep-17,29-Sep-17
AURIONPRO,Aurionpro Solutions Limited,EQ, Dividend - Re 1/- Per Share,10,21-Sep-17,-,23-Sep-17,26-Sep-17
COMPUSOFT,Compucom Software Limited,EQ, Annual General Meeting/ Dividend - Re 0.10 Per Share (Purpose Revised),2,21-Sep-17,-,25-Sep-17,27-Sep-17
DSSL,Dynacons Systems & Solutions Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
DUCON,Ducon Infratechnologies Limited,EQ, Annual General Meeting,1,21-Sep-17,-,23-Sep-17,29-Sep-17
ENERGYDEV,Energy Development Company Limited,EQ, Dividend- Re 0.50 Per Share,10,21-Sep-17,-,25-Sep-17,30-Sep-17
GOODLUCK,Goodluck India Limited,EQ, Annual General Meeting/Dividend - Re 0.75 Per Share,2,21-Sep-17,-,23-Sep-17,29-Sep-17
GUJAPOLLO,Gujarat Apollo Industries Limited,EQ, Annual General Meeting/Dividend - Rs 2.50 Per Share(Purpose Revised),10,21-Sep-17,-,23-Sep-17,29-Sep-17
HDIL,Housing Development and Infrastructure Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
NILAINFRA,Nila Infrastructures Limited,EQ, Annual General Meeting/ Dividend - Re 0.11 Per Share,1,21-Sep-17,-,24-Sep-17,29-Sep-17
ELAND,E-Land Apparel Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
ORTINLABSS,Ortin Laboratories Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
RAMGOPOLY,Ramgopal Polytex Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
TIJARIA,Tijaria Polypipes Limited,EQ, Annual General Meeting  ,10,21-Sep-17,-,23-Sep-17,29-Sep-17
ONGC,Oil & Natural Gas Corporation Limited,EQ, Annual General Meeting/Dividend - Re 0.80 Per Share,5,21-Sep-17,-,23-Sep-17,27-Sep-17
RKDL,Ravi Kumar Distilleries Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,26-Sep-17
WANBURY,Wanbury Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
ZENITHSTL,Zenith Steel Pipes & Industries Limited,EQ, Annual General Meeting,10,21-Sep-17,-,25-Sep-17,29-Sep-17
CCHHL,Country Club Hospitality & Holidays Limited,EQ, Annual General Meeting,2,21-Sep-17,-,23-Sep-17,28-Sep-17
COUNCODOS,Country Condo's Limited,EQ, Annual General Meeting,1,21-Sep-17,-,23-Sep-17,28-Sep-17
CUBEXTUB,Cubex Tubings Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
EUROCERA,Euro Ceramics Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
EUROMULTI,Euro Multivision Limited,EQ, Annual General Meeting,10,21-Sep-17,-,23-Sep-17,29-Sep-17
SHILPAMED,Shilpa Medicare Limited,EQ, Annual General Meeting,1,21-Sep-17,-,23-Sep-17,29-Sep-17
YESBANK,Yes Bank Limited,EQ, Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share ,2,21-Sep-17,22-Sep-17,-,-
HINDDORROL,Hindustan Dorr-Oliver Limited,EQ, Annual General Meeting,2,21-Sep-17,-,23-Sep-17,27-Sep-17
21STCENMGM,21st Century Management Services Limited,EQ, Annual General Meeting,10,22-Sep-17,-,26-Sep-17,28-Sep-17
SEJAL,SEJAL GLASS LIMITED,EQ, Annual General Meeting,10,22-Sep-17,-,26-Sep-17,28-Sep-17
