SYMBOL,COMPANY NAME,SERIES,PURPOSE,FACE VALUE,EX-DATE,RECORD DATE,BOOK CLOSURE START DATE,BOOK CLOSURE END DATE
CPCAP,CP Capital Limited,EQ, Annual General Meeting,10,15-Sep-17,-,19-Sep-17,26-Sep-17
BRFL,Bombay Rayon Fashions Limited,EQ, Annual General Meeting,10,15-Sep-17,-,19-Sep-17,26-Sep-17
KEEPLEARN,DSJ Keep Learning Limited,EQ, Annual General Meeting,1,15-Sep-17,-,19-Sep-17,25-Sep-17
BURNPUR,Burnpur Cement Limited,EQ, Annual General Meeting,10,15-Sep-17,-,19-Sep-17,25-Sep-17
GANECOS,Ganesha Ecosphere Limited,EQ, Annual General Meeting/ Dividend- Rs 1.20 Per Share,10,15-Sep-17,-,19-Sep-17,25-Sep-17
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,EQ, Dividend- Re 0.5 Per Share,10,15-Sep-17,-,19-Sep-17,25-Sep-17
FMGOETZE,Federal-Mogul Goetze (India) Limited.,EQ, Annual General Meeting,10,15-Sep-17,-,19-Sep-17,25-Sep-17
KGL,Karuturi Global Limited,EQ, Annual General Meeting,1,15-Sep-17,-,19-Sep-17,27-Sep-17
NSIL,Nalwa Sons Investments Limited,EQ, Annual General Meeting,10,15-Sep-17,-,19-Sep-17,20-Sep-17
SABEVENTS,Sab Events & Governance Now Media Limited,EQ, Annual General Meeting,10,15-Sep-17,-,19-Sep-17,25-Sep-17
SABTN,Sri Adhikari Brothers Television Network Limited,EQ, Annual General Meeting/Dividend - Re 0.60 Per Share,10,15-Sep-17,-,19-Sep-17,25-Sep-17
BEDMUTHA,Bedmutha Industries Limited,EQ, Annual General Meeting (Book Closure Dates Revised),10,15-Sep-17,-,19-Sep-17,25-Sep-17
SCHAND,S Chand And Company Limited,EQ, Annual General Meeting,5,15-Sep-17,-,19-Sep-17,25-Sep-17
SIS,SIS LIMITED,EQ, Annual General Meeting,5,15-Sep-17,-,19-Sep-17,25-Sep-17
STCINDIA,The State Trading Corporation of India Limited,EQ, Annual General Meeting,10,15-Sep-17,-,19-Sep-17,26-Sep-17
TREEHOUSE,Tree House Education & Accessories Limited,EQ, Annual General Meeting,10,15-Sep-17,-,19-Sep-17,25-Sep-17
TVVISION,TV Vision Limited,EQ, Annual General Meeting,10,15-Sep-17,-,19-Sep-17,25-Sep-17
DHARSUGAR,Dharani Sugars & Chemicals Limited,EQ, Annual General Meeting,10,15-Sep-17,-,19-Sep-17,25-Sep-17
EMCO,Emco Limited,EQ, Annual General Meeting,2,15-Sep-17,-,19-Sep-17,25-Sep-17
HANUNG,Hanung Toys and Textiles Limited,EQ, Annual General Meeting,10,15-Sep-17,-,19-Sep-17,26-Sep-17
BASML,Bannari Amman Spinning Mills Limited,EQ, Annual General Meeting/Dividend - Rs 1.80 Per Share,5,15-Sep-17,-,19-Sep-17,25-Sep-17
DCW,DCW Limited,EQ, Annual General Meeting,2,15-Sep-17,-,19-Sep-17,28-Sep-17
HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ, Annual General Meeting,10,15-Sep-17,-,19-Sep-17,25-Sep-17
KHAITANLTD,Khaitan (India) Limited,EQ, Annual General Meeting,10,15-Sep-17,-,19-Sep-17,26-Sep-17
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ, Annual General Meeting,10,15-Sep-17,-,19-Sep-17,25-Sep-17
QUINTEGRA,Quintegra Solutions Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,26-Sep-17
NARMADASUG,Girdharilal Sugar and Allied Industries Limited,EQ, Annual General Meeting  ,10,18-Sep-17,-,20-Sep-17,25-Sep-17
KOHINOOR,Kohinoor Foods Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,25-Sep-17
MMFL,MM Forgings Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,26-Sep-17
ALANKIT,Alankit Limited,EQ, Annual General Meeting/Dividend - Re 0.10 Per Share(Dates Revised),1,18-Sep-17,-,20-Sep-17,26-Sep-17
ALICON,Alicon Castalloy Limited,EQ, Annual General Meeting/Dividend - Rs 4.25 Per Share,5,18-Sep-17,-,20-Sep-17,26-Sep-17
BHANDARI,Bhandari Hosiery Exports Limited,EQ, Annual General Meeting/Dividend - Re 0.01 Per Share,1,18-Sep-17,-,20-Sep-17,26-Sep-17
BAGFILMS,B.A.G Films and Media Limited,EQ, Annual General Meeting,2,18-Sep-17,-,20-Sep-17,26-Sep-17
SHLAKSHMI,Shri Lakshmi Cotsyn Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,26-Sep-17
BLISSGVS,Bliss GVS Pharma Limited,EQ, Annual General Meeting/Dividend - Re 0.60 Per Share (Book Closure Dates Revised),1,18-Sep-17,-,20-Sep-17,26-Sep-17
BSL,BSL Limited,EQ, Annual General Meeting/Dividend - Rs 1.20 Per Share,10,18-Sep-17,-,20-Sep-17,26-Sep-17
INVENTURE,Inventure Growth & Securities Limited,EQ, Annual General Meeting,1,18-Sep-17,-,20-Sep-17,27-Sep-17
JAYNECOIND,Jayaswal Neco Industries Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,27-Sep-17
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,27-Sep-17
AUTORIDFIN,Autoriders Finance Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,28-Sep-17
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ, Annual General Meeting/Dividend - Rs 2/- Per Share,10,18-Sep-17,-,20-Sep-17,27-Sep-17
BPL,BPL Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,26-Sep-17
CORDSCABLE,Cords Cable Industries Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,26-Sep-17
UNIPLY,Uniply Industries Limited,EQ, Annual General Meeting,2,18-Sep-17,-,20-Sep-17,28-Sep-17
CCCL,Consolidated Construction Consortium Limited,EQ, Annual General Meeting,2,18-Sep-17,-,20-Sep-17,26-Sep-17
KNDENGTECH,KND Engineering Technologies Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,22-Sep-17
MANGALAM,Mangalam Drugs And Organics Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,26-Sep-17
PAISALO,Paisalo Digital Limited,EQ, Annual General Meeting/Dividend - Re 1/- Per Share,1,18-Sep-17,-,20-Sep-17,26-Sep-17
AUSTRAL,Austral Coke & Projects Limited,EQ, Annual General Meeting,1,18-Sep-17,-,20-Sep-17,26-Sep-17
HIGHGROUND,High Ground Enterprise Limited,EQ, Annual General Meeting/Dividend - Re 0.10 Per Share,1,18-Sep-17,-,20-Sep-17,26-Sep-17
SETCO,Setco Automotive Limited,EQ, Annual General Meeting/Dividend - Re 0.65 Per Share,2,18-Sep-17,-,20-Sep-17,27-Sep-17
CNOVAPETRO,CIL Nova Petrochemicals Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,23-Sep-17
IGL,Indraprastha Gas Limited,EQ, Annual General Meeting/Dividend - Rs 5 Per Share,2,18-Sep-17,-,20-Sep-17,28-Sep-17
PRIMESECU,Prime Securities Limited,EQ, Annual General Meeting,5,18-Sep-17,-,20-Sep-17,25-Sep-17
DELTAMAGNT,Delta Manufacturing Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,26-Sep-17
MCDHOLDING,McDowell Holdings Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,26-Sep-17
OMAXAUTO,Omax Autos Limited,EQ, Annual General  Meeting,10,18-Sep-17,-,20-Sep-17,25-Sep-17
PANACEABIO,Panacea Biotec Limited,EQ, Annual General Meeting,1,18-Sep-17,-,20-Sep-17,27-Sep-17
RUBYMILLS,The Ruby Mills Limited,EQ, Annual General Meeting/ Dividend - Rs 1.75 Per Share,5,18-Sep-17,-,20-Sep-17,26-Sep-17
TATAELXSI,Tata Elxsi Limited,EQ, Bonus 1:1,10,18-Sep-17,19-Sep-17,-,-
ANIKINDS,Anik Industries Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,27-Sep-17
BALLARPUR,Ballarpur Industries Limited,EQ, Annual General Meeting,2,18-Sep-17,-,20-Sep-17,26-Sep-17
SIGNET,Signet Industries Limited,EQ, Annual General Meeting/Dividend - Rs 0.05 Per Share,1,18-Sep-17,-,20-Sep-17,26-Sep-17
DIGISPICE,DiGiSPICE Technologies Limited,EQ, Annual General Meeting,3,18-Sep-17,-,20-Sep-17,26-Sep-17
AARTIIND,Aarti Industries Limited,EQ, Annual General Meeting/ Dividend- Re 1 Per Share,5,18-Sep-17,-,20-Sep-17,27-Sep-17
JENSONICOL,Jenson & Nicholson (India) Limited,EQ, Annual General Meeting,2,18-Sep-17,-,20-Sep-17,26-Sep-17
MAXINDIA,Max India Limited,EQ, Annual General Meeting,2,18-Sep-17,-,20-Sep-17,26-Sep-17
MFSL,Max Financial Services Limited,EQ, Annual General Meeting,2,18-Sep-17,-,20-Sep-17,26-Sep-17
ARROWTEX,Arrow Textiles Limited,EQ, Annual General Meeting/ Dividend - Rs 1.5 Per Share,10,18-Sep-17,-,20-Sep-17,26-Sep-17
LEEL,LEEL Electricals Limited,EQ, Annual General Meeting/Dividend - Rs 1.50 Per Share,10,18-Sep-17,-,20-Sep-17,26-Sep-17
MAXVIL,Max Ventures and Industries Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,26-Sep-17
PHOENIXLTD,The Phoenix Mills Limited,EQ, Annual General Meeting/Dividend - Rs 2.40 Per Share,2,18-Sep-17,-,20-Sep-17,25-Sep-17
WINDMACHIN,Windsor Machines Limited,EQ, Dividend - Re 0.75 Per Share,2,18-Sep-17,-,20-Sep-17,26-Sep-17
ROHLTD,Royal Orchid Hotels Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,27-Sep-17
SHIRPUR-G,Shirpur Gold Refinery Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,27-Sep-17
PRAENG,Prajay Engineers Syndicate Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,27-Sep-17
XLENERGY,XL Energy Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,27-Sep-17
NATIONALUM,National Aluminium Company Limited,EQ, Annual General Meeting,5,18-Sep-17,-,20-Sep-17,23-Sep-17
PGEL,PG Electroplast Limited,EQ, Annual General Meeting,1,18-Sep-17,-,20-Sep-17,26-Sep-17
GALLANTT,Gallantt Ispat Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,26-Sep-17
GALLISPAT,Gallantt Ispat Limited,EQ, Annual General Meeting/Dividend - Re 0.50 Per Share,1,18-Sep-17,-,20-Sep-17,26-Sep-17
GLOBUSSPR,Globus Spirits Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,26-Sep-17
HBSTOCK,HB Stockholdings Limited,EQ, Annual General Meeting,10,18-Sep-17,-,20-Sep-17,26-Sep-17
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Annual General Meeting/Dividend - Rs 3.50 Per Share,1,18-Sep-17,-,20-Sep-17,26-Sep-17
MOHOTAIND,Mohota Industries Limited,EQ, Annual General Meeting/Dividend - Re 0.10 Per Share,10,18-Sep-17,-,20-Sep-17,27-Sep-17
HBLENGINE,HBL Engineering Limited,EQ, Annual General Meeting/Dividend - Re 0.25 Per Share ,1,18-Sep-17,-,20-Sep-17,26-Sep-17
SHEMAROO,Shemaroo Entertainment Limited,EQ, Annual General Meeting/ Dividend - Rs 1.4 Per Share,10,19-Sep-17,-,21-Sep-17,27-Sep-17
DLF,DLF Limited,EQ, Dividend - Rs 2/- Per Share,2,19-Sep-17,-,21-Sep-17,29-Sep-17
ANDHRACEMT,Andhra Cements Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,27-Sep-17
PFOCUS,Prime Focus Limited,EQ, Annual General Meeting,1,19-Sep-17,-,21-Sep-17,27-Sep-17
CANTABIL,Cantabil Retail India Limited,EQ, Annual General Meeting,2,19-Sep-17,-,21-Sep-17,28-Sep-17
THEMISMED,Themis Medicare Limited,EQ, Annual General Meeting,1,19-Sep-17,-,21-Sep-17,27-Sep-17
TULSI,Tulsi Extrusions Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,27-Sep-17
UNIVAFOODS,Univa Foods Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,29-Sep-17
MANINDS,Man Industries (India) Limited,EQ, Annual General Meeting/Dividend - Rs 1.50 Per Share,5,19-Sep-17,-,21-Sep-17,27-Sep-17
PARSVNATH,Parsvnath Developers Limited,EQ, Annual General Meeting,5,19-Sep-17,-,21-Sep-17,27-Sep-17
UMANGDAIRY,Umang Dairies Limited,EQ, Annual General Meeting,5,19-Sep-17,-,21-Sep-17,27-Sep-17
ZEELEARN,Zee Learn Limited,EQ, Annual General Meeting/ Dividend- Re 0.05 Per Share,1,19-Sep-17,-,21-Sep-17,28-Sep-17
GLOBALVECT,Global Vectra Helicorp Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,22-Sep-17
GOKEX,Gokaldas Exports Limited,EQ, Annual General Meeting,5,19-Sep-17,-,21-Sep-17,26-Sep-17
BIL,Bhartiya International Limited,EQ, Annual General Meeting/Dividend - Rs 1.20 Per Share,10,19-Sep-17,-,21-Sep-17,27-Sep-17
KHAITANELE,Khaitan Electricals Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,28-Sep-17
BCG,Brightcom Group Limited,EQ, Annual General Meeting,2,19-Sep-17,-,21-Sep-17,27-Sep-17
TOKYOPLAST,Tokyo Plast International Limited,EQ, Annual General Meeting/ Dividend- Re 0.50 Per Share,10,19-Sep-17,-,21-Sep-17,28-Sep-17
VIMTALABS,Vimta Labs Limited,EQ, Annual General Meeting  ,2,19-Sep-17,-,21-Sep-17,27-Sep-17
PRECAM,Precision Camshafts Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,27-Sep-17
PREMIERPOL,Premier Polyfilm Limited,EQ, Annual General Meeting/Dividend - Re 0.50 Per Share,1,19-Sep-17,-,21-Sep-17,27-Sep-17
SELMCL,SEL Manufacturing Company Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,27-Sep-17
SALONA,Salona Cotspin Limited,EQ, Annual General Meeting/Dividend - Re 0.60 Per Share,10,19-Sep-17,-,21-Sep-17,27-Sep-17
HPL,HPL Electric & Power Limited,EQ, Annual General Meeting/Dividend - Rs 1.50 Per Share,10,19-Sep-17,-,21-Sep-17,28-Sep-17
MONNETISPA,Monnet Ispat and Energy Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,28-Sep-17
MOTOGENFIN,The Motor & General Finance Limited,EQ, Annual General Meeting,5,19-Sep-17,-,21-Sep-17,26-Sep-17
PANORAMUNI,Panoramic Universal Limited,EQ, Annual General Meeting,5,19-Sep-17,-,21-Sep-17,28-Sep-17
PATINTLOG,Patel Integrated Logistics Limited,EQ, Annual General Meeting/Dividend - Re 0.50 Per Share,10,19-Sep-17,-,21-Sep-17,27-Sep-17
PRECAM,Precision Camshafts Limited,EQ, Dividend - Rs 1.50 Per Share,10,19-Sep-17,20-Sep-17,-,-
TDPOWERSYS,TD Power Systems Limited,EQ, Annual General Meeting/Dividend - Rs 1.80 Per Share,2,19-Sep-17,-,21-Sep-17,27-Sep-17
JAINSTUDIO,Jain Studios Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,28-Sep-17
DENORA,De Nora India Limited,EQ, Annual General Meeting/Dividend - Rs 2/- Per Share,10,19-Sep-17,-,21-Sep-17,27-Sep-17
RSWM,RSWM Limited,EQ, Annual General Meeting/Dividend - Rs 12.50 Per Share,10,19-Sep-17,-,21-Sep-17,27-Sep-17
ABHISHEK,Abhishek Corporation Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,27-Sep-17
SAKHTISUG,Sakthi Sugars Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,27-Sep-17
BHAGYANGR,Bhagyanagar India Limited,EQ, Annual General Meeting,2,19-Sep-17,-,21-Sep-17,26-Sep-17
BHAGYAPROP,Bhagyanagar Properties Limited,EQ, Annual General Meeting,2,19-Sep-17,-,21-Sep-17,26-Sep-17
SRIPIPES,Srikalahasthi Pipes Limited,EQ, Annual General Meeting/Dividend - Rs 6/- Per Share,10,19-Sep-17,-,21-Sep-17,27-Sep-17
SRSLTD,SRS Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,27-Sep-17
SURANASOL,Surana Solar Limited,EQ, Annual General Meeting,5,19-Sep-17,-,21-Sep-17,26-Sep-17
SURANAT&P,Surana Telecom and Power Limited,EQ, Annual General Meeting,1,19-Sep-17,-,21-Sep-17,26-Sep-17
BLUECOAST,Blue Coast Hotels Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,28-Sep-17
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,EQ, Annual General Meeting,2,19-Sep-17,-,21-Sep-17,27-Sep-17
ASIL,Amit Spinning Industries Limited,EQ, Annual General Meeting,5,19-Sep-17,-,21-Sep-17,25-Sep-17
BHARATRAS,Bharat Rasayan Limited,EQ, Annual General Meeting/Dividend - Rs 1.50 Per Share,10,19-Sep-17,-,21-Sep-17,27-Sep-17
ROLTA,Rolta India Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,23-Sep-17
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,27-Sep-17
MASKINVEST,Mask Investments Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,25-Sep-17
VLSFINANCE,VLS Finance Limited,EQ, Annual General Meeting/Dividend - Re 1/- Per Share,10,19-Sep-17,-,21-Sep-17,25-Sep-17
EKC,Everest Kanto Cylinder Limited,EQ, Annual General Meeting,2,19-Sep-17,-,21-Sep-17,27-Sep-17
FCL,Fineotex Chemical Limited,EQ, Annual General Meeting,2,19-Sep-17,-,21-Sep-17,25-Sep-17
ZENTEC,Zen Technologies Limited,EQ, Annual General Meeting/Dividend - Re 0.15 Per Share,1,19-Sep-17,-,21-Sep-17,28-Sep-17
GENESYS,Genesys International Corporation Limited,EQ, Annual General Meeting/Dividend - Re 0.125 Per Share,5,19-Sep-17,-,21-Sep-17,28-Sep-17
TPHQ,Teamo Productions HQ Limited,EQ, Annual General Meeting,1,19-Sep-17,-,21-Sep-17,28-Sep-17
KANANIIND,Kanani Industries Limited,EQ, Annual General Meeting,1,19-Sep-17,-,21-Sep-17,28-Sep-17
INDLMETER,IMP Powers Limited,EQ, Annual General Meeting/Dividend - Re 0.50 Per Share,10,19-Sep-17,-,21-Sep-17,27-Sep-17
CREATIVEYE,Creative Eye Limited,EQ, Annual General Meeting,5,19-Sep-17,-,21-Sep-17,27-Sep-17
SHEKHAWATI,Shekhawati Industries Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,27-Sep-17
SUNTECK,Sunteck Realty Limited,EQ, Annual General Meeting/Dividend - Rs 1.50/- Per Share (Purpose Revised),1,19-Sep-17,-,21-Sep-17,26-Sep-17
BGLOBAL,Bharatiya Global Infomedia Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,27-Sep-17
EROSMEDIA,Eros International Media Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,28-Sep-17
GEECEE,GeeCee Ventures Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,22-Sep-17
ITI,ITI Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,27-Sep-17
SUPREMETEX,Supreme Tex Mart Limited,EQ, Annual General Meeting,5,19-Sep-17,-,21-Sep-17,27-Sep-17
MTNL,Mahanagar Telephone Nigam Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,27-Sep-17
PDSL,PDS Limited,EQ, Annual General Meeting,2,19-Sep-17,-,21-Sep-17,27-Sep-17
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ, Annual General Meeting/Dividend - Rs 1.50 Per Share,10,19-Sep-17,-,21-Sep-17,27-Sep-17
TEJASNET,Tejas Networks Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,27-Sep-17
EON,Eon Electric Limited,EQ, Annual General Meeting,5,19-Sep-17,-,21-Sep-17,27-Sep-17
IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ, Annual General Meeting,2,19-Sep-17,-,21-Sep-17,21-Sep-17
UMIYA-MRO,UMIYA BUILDCON LIMITED,EQ, Annual General Meeting,5,19-Sep-17,-,21-Sep-17,28-Sep-17
AUBANK,AU Small Finance Bank Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,27-Sep-17
SDBL,Som Distilleries & Breweries Limited,EQ, Annual General Meeting/Dividend - Rs 1.50 Per Share,2,19-Sep-17,-,21-Sep-17,29-Sep-17
NFL,National Fertilizers Limited,EQ, Annual General Meeting- Re 0.85 Per Share (Purpose Revised),10,19-Sep-17,-,21-Sep-17,27-Sep-17
RMCL,Radha Madhav Corporation Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,29-Sep-17
TEAMGTY,Team India Guaranty Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,27-Sep-17
ALMONDZ,Almondz Global Securities Limited,EQ, Annual General Meeting,1,19-Sep-17,-,21-Sep-17,28-Sep-17
MARKSANS,Marksans Pharma Limited,EQ, Annual General Meeting/Dividend - Re 0.05 Per Share,1,19-Sep-17,-,21-Sep-17,26-Sep-17
SANGHVIFOR,Sanghvi Forging and Engineering Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,28-Sep-17
SURANACORP,Surana Corporation Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,27-Sep-17
INOXWIND,Inox Wind Limited,EQ, Annual General Meeting,10,19-Sep-17,-,21-Sep-17,26-Sep-17
INTENTECH,Intense Technologies Limited,EQ, Annual General Meeting,2,19-Sep-17,-,21-Sep-17,28-Sep-17
JINDWORLD,Jindal Worldwide Limited,EQ, Annual General Meeting/ Dividend- Re 0.50 Per Share,1,19-Sep-17,-,21-Sep-17,27-Sep-17
ONELIFECAP,Onelife Capital Advisors Limited,EQ, Annual General Meeting(Book Closure Dates Revised),10,19-Sep-17,-,21-Sep-17,27-Sep-17
63MOONS,63 moons technologies limited,EQ, Annual General Meeting/ Dividend- Rs 2 Per Share,2,19-Sep-17,-,21-Sep-17,27-Sep-17
PRESTIGE,Prestige Estates Projects Limited,EQ, Annual General Meeting/Dividend - Rs 1.20 Per Share,10,19-Sep-17,-,21-Sep-17,27-Sep-17
SPMLINFRA,SPML Infra Limited,EQ, Annual General Meeting,2,20-Sep-17,-,22-Sep-17,29-Sep-17
VICEROY,Viceroy Hotels Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
PALREDTEC,Palred Technologies Limited,EQ, Annual General Meting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
PGIL,Pearl Global Industries Limited,EQ, Annual General Meeting/ Dividend- Rs 3.00 Per Share,5,20-Sep-17,-,22-Sep-17,28-Sep-17
PODDARMENT,Poddar Pigments Limited,EQ, Annual General Meeting/ Dividend- Re 1 Per Share,10,20-Sep-17,-,22-Sep-17,28-Sep-17
POLYMED,Poly Medicure Limited,EQ, Dividend- Re 0.50 Per Share,5,20-Sep-17,-,22-Sep-17,28-Sep-17
SITINET,Siti Networks Limited,EQ, Annual General Meeting,1,20-Sep-17,-,22-Sep-17,25-Sep-17
TV18BRDCST,TV18 Broadcast Limited,EQ, Annual General Meeting,2,20-Sep-17,-,22-Sep-17,25-Sep-17
CYBERTECH,Cybertech Systems And Software Limited,EQ, Annual General Meeting/Dividend - Re 1/- Per Share,10,20-Sep-17,-,22-Sep-17,28-Sep-17
ERIS,Eris Lifesciences Limited,EQ, Annual General Meeting,1,20-Sep-17,-,22-Sep-17,29-Sep-17
SANCO,Sanco Industries Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
SCI,Shipping Corporation Of India Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,26-Sep-17
SHAH,Shah Metacorp Limited,EQ, Annual General Meeting,1,20-Sep-17,-,22-Sep-17,28-Sep-17
GSPL,Gujarat State Petronet Limited,EQ, Annual General Meeting/Dividend - Rs 1.50 Per Share,10,20-Sep-17,-,22-Sep-17,28-Sep-17
JKIL,J.Kumar Infraprojects Limited,EQ, Annual General Meeting/Dividend - Rs 2/- Per Share,5,20-Sep-17,-,22-Sep-17,28-Sep-17
SOTL,Savita Oil Technologies Limited,EQ, Annual General Meeting,2,20-Sep-17,-,22-Sep-17,29-Sep-17
TRIGYN,Trigyn Technologies Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
JVLAGRO,JVL Agro Industries Limited,EQ, Annual General Meeting,1,20-Sep-17,-,22-Sep-17,29-Sep-17
MODIRUBBER,Modi Rubber Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
NECCLTD,North Eastern Carrying Corporation Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
NOIDATOLL,Noida Toll Bridge Company Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,25-Sep-17
OMAXE,Omaxe Limited,EQ, Dividend - Re 0.70 Per Share,10,20-Sep-17,-,22-Sep-17,27-Sep-17
OMINFRAL,OM INFRA LIMITED,EQ, Annual General Meeting/Dividend - Re 0.20 Per Share,1,20-Sep-17,-,22-Sep-17,29-Sep-17
PETRONENGG,Petron Engineering Construction Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
TARAJEWELS,Tara Jewels Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
VALUEIND,Value Industries Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,29-Sep-17
BLUEBLENDS,Blue Blends (I) Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
FCSSOFT,FCS Software Solutions Limited,EQ, Annual General Meeting(Book Closure Dates Revised),1,20-Sep-17,-,22-Sep-17,23-Sep-17
NATCOPHARM,Natco Pharma Limited,EQ, Annual General Meeting,2,20-Sep-17,-,22-Sep-17,28-Sep-17
GMDCLTD,Gujarat Mineral Development Corporation Limited,EQ, Annual General Meeting/ Dividend- Rs 3/- Per Share,2,20-Sep-17,-,22-Sep-17,29-Sep-17
GOLDTECH,AION-TECH SOLUTIONS LIMITED,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
OSWALGREEN,Oswal Greentech Limited,EQ, Annual General Meeting  ,10,20-Sep-17,-,22-Sep-17,28-Sep-17
DBREALTY,Valor Estate Limited,EQ, Annual General Meeting  ,10,20-Sep-17,-,22-Sep-17,29-Sep-17
AHLUCONT,Ahluwalia Contracts (India) Limited,EQ, Annual General Meeting,2,20-Sep-17,-,22-Sep-17,28-Sep-17
ARCHIES,Archies Limited,EQ, Annual General Meeting,2,20-Sep-17,-,22-Sep-17,28-Sep-17
AYMSYNTEX,AYM Syntex Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,26-Sep-17
BVCL,Barak Valley Cements Limited,EQ, Annual General Meeting,10,20-Sep-17,-,22-Sep-17,28-Sep-17
